name,gender,ethnicity,quality,call,city,jobs,experience,honors,volunteer,military,holes,school,email,computer,special,college,minimum,equal,wanted,requirements,reqexp,reqcomm,reqeduc,reqcomp,reqorg,industry
Laurie,female,cauc,high,yes,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,none,no,other,no,no,no,no,no,no,unknown
Matthew,male,cauc,low,no,boston,3,7,no,no,no,yes,no,no,no,no,yes,none,no,other,no,no,no,no,no,no,unknown
Rasheed,male,afam,high,no,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,none,no,other,no,no,no,no,no,no,unknown
Brett,male,cauc,low,no,boston,4,6,no,no,no,no,yes,no,yes,no,yes,none,no,retail sales,no,no,no,no,no,no,trade
Emily,female,cauc,high,no,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,some,no,manager,yes,yes,yes,no,no,no,trade
Geoffrey,male,cauc,low,no,boston,5,26,no,no,no,no,no,no,no,no,yes,some,no,manager,yes,yes,no,no,no,no,trade
Jamal,male,afam,low,no,boston,4,8,no,no,no,no,no,no,yes,no,yes,some,no,manager,yes,yes,no,no,no,no,trade
Jamal,male,afam,low,yes,boston,3,7,no,no,no,yes,no,no,no,no,yes,some,no,manager,yes,yes,yes,no,no,no,trade
Jamal,male,afam,low,no,boston,3,7,no,no,no,yes,no,no,no,no,yes,none,no,retail sales,no,no,no,no,no,no,trade
Kareem,male,afam,high,no,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,none,no,retail sales,no,no,no,no,no,no,trade
Latonya,female,afam,high,no,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,some,no,manager,yes,yes,yes,no,no,no,trade
Laurie,female,cauc,high,no,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,none,no,retail sales,no,no,no,no,no,no,trade
Neil,male,cauc,low,yes,boston,4,6,no,no,no,no,yes,no,yes,no,yes,some,no,manager,yes,yes,yes,no,no,no,trade
Sarah,female,cauc,high,no,boston,4,14,no,yes,no,no,yes,no,yes,yes,yes,some,no,manager,yes,yes,no,no,no,no,trade
Tyrone,male,afam,high,no,boston,6,18,no,yes,no,no,no,no,yes,no,yes,some,no,manager,yes,yes,no,no,no,no,trade
Ebony,female,afam,high,no,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,none,no,other,no,no,no,no,no,no,business/personal services
Jamal,male,afam,low,no,boston,3,7,no,no,no,yes,no,no,no,no,yes,none,no,other,no,no,no,no,no,no,business/personal services
Sarah,female,cauc,low,no,boston,4,6,no,no,no,no,yes,no,yes,no,yes,none,no,other,no,no,no,no,no,no,business/personal services
Todd,male,cauc,high,no,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,none,no,other,no,no,no,no,no,no,business/personal services
Ebony,female,afam,low,yes,boston,4,8,no,no,no,yes,yes,no,no,no,yes,2,no,secretary,yes,yes,no,no,yes,no,business/personal services
Jill,female,cauc,low,yes,boston,4,8,no,no,no,yes,no,no,yes,no,yes,2,no,secretary,yes,yes,no,no,yes,no,business/personal services
Kristen,female,cauc,high,yes,boston,2,8,no,yes,no,no,yes,yes,yes,yes,no,2,no,secretary,yes,yes,no,no,yes,no,business/personal services
Tanisha,female,afam,high,no,boston,3,7,no,yes,no,yes,no,yes,yes,yes,yes,2,no,secretary,yes,yes,no,no,yes,no,business/personal services
Carrie,female,cauc,low,no,boston,4,6,no,no,no,no,yes,no,yes,no,yes,none,yes,retail sales,no,no,no,no,no,no,trade
Darnell,male,afam,high,no,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,none,yes,retail sales,no,no,no,no,no,no,trade
Geoffrey,male,cauc,high,no,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,none,yes,retail sales,no,no,no,no,no,no,trade
Geoffrey,male,cauc,high,no,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,none,no,other,no,no,no,no,no,no,business/personal services
Jermaine,male,afam,high,no,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,none,no,other,no,no,no,no,no,no,business/personal services
Latonya,female,afam,low,no,boston,4,6,no,no,no,no,yes,no,yes,no,yes,none,no,other,no,no,no,no,no,no,business/personal services
Matthew,male,cauc,low,no,boston,3,7,no,no,no,yes,no,no,no,no,yes,none,no,other,no,no,no,no,no,no,business/personal services
Tanisha,female,afam,low,no,boston,3,7,no,no,no,yes,no,no,no,no,yes,none,yes,retail sales,no,no,no,no,no,no,trade
Allison,female,cauc,high,no,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,none,no,other,no,no,no,no,no,no,unknown
Darnell,male,afam,low,no,boston,4,6,no,no,no,no,yes,no,yes,no,yes,none,no,other,no,no,no,no,no,no,unknown
Jay,male,cauc,low,yes,boston,3,7,no,no,no,yes,no,no,no,no,yes,none,no,other,no,no,no,no,no,no,unknown
Tyrone,male,afam,high,no,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,none,no,other,no,no,no,no,no,no,unknown
Allison,female,cauc,high,no,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,some,yes,retail sales,yes,yes,no,no,no,no,trade
Anne,female,cauc,low,no,boston,3,7,no,no,no,yes,no,no,no,no,yes,some,yes,retail sales,yes,yes,no,no,no,no,trade
Anne,female,cauc,low,no,boston,4,6,no,no,no,no,yes,no,yes,no,yes,none,no,retail sales,yes,no,yes,no,no,no,trade
Ebony,female,afam,high,no,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,none,no,retail sales,yes,no,yes,no,no,no,trade
Lakisha,female,afam,low,no,boston,4,6,no,no,no,no,yes,no,yes,no,yes,some,yes,retail sales,yes,yes,no,no,no,no,trade
Sarah,female,cauc,high,no,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,none,no,retail sales,yes,no,yes,no,no,no,trade
Tanisha,female,afam,low,no,boston,3,7,no,no,no,yes,no,no,no,no,yes,none,no,retail sales,yes,no,yes,no,no,no,trade
Tanisha,female,afam,high,no,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,some,yes,retail sales,yes,yes,no,no,no,no,trade
Brendan,male,cauc,low,no,boston,4,6,no,no,no,no,yes,no,yes,no,yes,none,no,other,no,no,no,no,no,no,transport/communication
Ebony,female,afam,high,no,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,none,no,other,no,no,no,no,no,no,transport/communication
Greg,male,cauc,high,no,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,none,no,other,no,no,no,no,no,no,transport/communication
Latoya,female,afam,low,yes,boston,3,7,no,no,no,yes,no,no,no,no,yes,none,no,other,no,no,no,no,no,no,transport/communication
Brad,male,cauc,low,yes,boston,3,7,no,no,no,yes,no,no,no,no,yes,1,no,retail sales,yes,yes,no,no,yes,no,business/personal services
Ebony,female,afam,low,no,boston,2,6,no,no,no,no,yes,no,no,no,yes,1,no,retail sales,yes,yes,no,no,yes,no,business/personal services
Neil,male,cauc,high,yes,boston,4,7,yes,yes,no,no,yes,yes,yes,no,yes,1,no,retail sales,yes,yes,no,no,yes,no,business/personal services
Rasheed,male,afam,high,yes,boston,4,4,no,yes,yes,no,yes,yes,yes,no,yes,1,no,retail sales,yes,yes,no,no,yes,no,business/personal services
Carrie,female,cauc,low,yes,chicago,4,4,no,no,no,yes,no,no,yes,yes,yes,none,no,office support,yes,no,yes,no,yes,no,trade
Latoya,female,afam,low,yes,chicago,2,4,no,no,no,no,yes,no,yes,no,yes,none,no,office support,yes,no,yes,no,yes,no,trade
Anne,female,cauc,high,no,chicago,5,7,no,no,yes,yes,no,yes,yes,no,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Carrie,female,cauc,low,yes,chicago,4,6,no,no,no,yes,yes,no,yes,no,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Ebony,female,afam,low,no,chicago,4,6,no,no,no,no,yes,no,yes,no,no,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Hakim,male,afam,low,no,chicago,2,3,no,no,no,yes,no,no,no,no,no,none,yes,retail sales,no,no,no,no,no,no,business/personal services
Keisha,female,afam,high,yes,chicago,4,9,no,yes,no,yes,no,yes,yes,yes,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Kenya,female,afam,high,no,chicago,3,4,no,yes,no,no,yes,yes,yes,yes,yes,none,yes,retail sales,no,no,no,no,no,no,business/personal services
Neil,male,cauc,low,no,chicago,3,2,no,no,no,no,no,no,yes,yes,yes,none,yes,retail sales,no,no,no,no,no,no,business/personal services
Todd,male,cauc,high,no,chicago,2,4,yes,yes,no,no,yes,yes,no,yes,yes,none,yes,retail sales,no,no,no,no,no,no,business/personal services
Kristen,female,cauc,low,no,chicago,2,4,no,no,no,yes,no,no,yes,no,no,none,no,office support,yes,no,no,no,yes,no,finance/insurance/real estate
Sarah,female,cauc,high,no,chicago,3,8,no,yes,no,yes,yes,yes,yes,no,no,none,no,office support,yes,no,no,no,yes,no,finance/insurance/real estate
Tamika,female,afam,low,no,chicago,1,4,no,no,no,no,yes,no,yes,no,yes,none,no,office support,yes,no,no,no,yes,no,finance/insurance/real estate
Tanisha,female,afam,high,no,chicago,3,5,no,no,no,no,yes,yes,yes,no,yes,none,no,office support,yes,no,no,no,yes,no,finance/insurance/real estate
Allison,female,cauc,low,yes,chicago,2,6,no,no,no,no,no,no,yes,no,no,none,no,secretary,yes,no,no,no,no,yes,health/education/social services
Ebony,female,afam,low,yes,chicago,4,11,no,no,no,yes,no,no,yes,no,yes,none,no,secretary,yes,no,no,no,no,yes,health/education/social services
Latoya,female,afam,high,yes,chicago,3,3,no,yes,yes,no,yes,yes,yes,no,no,none,no,secretary,yes,no,no,no,no,yes,health/education/social services
Laurie,female,cauc,high,no,chicago,3,5,yes,no,no,yes,yes,yes,yes,no,yes,none,no,secretary,yes,no,no,no,no,yes,health/education/social services
Darnell,male,afam,low,no,chicago,2,6,no,no,no,no,no,no,no,no,yes,none,no,retail sales,no,no,no,no,no,no,manufacturing
Jay,male,cauc,low,no,chicago,3,6,no,no,no,no,no,no,no,no,yes,none,no,retail sales,no,no,no,no,no,no,manufacturing
Brendan,male,cauc,high,no,chicago,3,5,no,yes,yes,no,yes,yes,no,yes,yes,some,no,manager,yes,yes,no,no,no,no,trade
Darnell,male,afam,high,no,chicago,3,7,no,yes,no,yes,no,yes,yes,no,no,some,no,manager,yes,yes,no,no,no,no,trade
Geoffrey,male,cauc,low,no,chicago,2,5,no,no,no,yes,no,no,yes,yes,yes,some,no,manager,yes,yes,no,no,no,no,trade
Latoya,female,afam,low,no,chicago,3,3,no,no,no,no,no,no,yes,yes,yes,some,no,manager,yes,yes,no,no,no,no,trade
Aisha,female,afam,high,no,chicago,3,6,no,yes,yes,no,yes,yes,yes,no,no,3,no,secretary,yes,yes,yes,no,yes,yes,finance/insurance/real estate
Allison,female,cauc,high,no,chicago,3,7,yes,no,no,yes,yes,yes,yes,no,yes,3,no,secretary,yes,yes,yes,no,yes,yes,finance/insurance/real estate
Jay,male,cauc,high,no,chicago,3,6,no,yes,no,no,yes,yes,no,yes,yes,some,no,retail sales,yes,yes,no,no,no,no,transport/communication
Kenya,female,afam,high,no,chicago,3,7,no,yes,yes,yes,no,yes,yes,no,no,some,no,retail sales,yes,yes,no,no,no,no,transport/communication
Kristen,female,cauc,low,no,chicago,3,2,no,no,no,no,no,no,yes,yes,yes,some,no,retail sales,yes,yes,no,no,no,no,transport/communication
Lakisha,female,afam,low,no,chicago,4,6,no,no,no,yes,yes,no,yes,no,yes,3,no,secretary,yes,yes,yes,no,yes,yes,finance/insurance/real estate
Meredith,female,cauc,low,no,chicago,2,6,no,no,no,no,no,no,yes,no,no,3,no,secretary,yes,yes,yes,no,yes,yes,finance/insurance/real estate
Tyrone,male,afam,low,no,chicago,2,2,no,no,no,no,no,no,no,no,no,some,no,retail sales,yes,yes,no,no,no,no,transport/communication
Anne,female,cauc,low,no,chicago,2,15,no,no,no,yes,no,no,yes,no,yes,2,no,manager,yes,yes,no,no,no,no,health/education/social services
Carrie,female,cauc,high,no,chicago,5,13,no,no,yes,yes,no,yes,yes,yes,yes,2,no,manager,yes,yes,no,no,no,no,health/education/social services
Kenya,female,afam,low,no,chicago,1,12,no,no,no,no,yes,no,yes,no,yes,2,no,manager,yes,yes,no,no,no,no,health/education/social services
Latoya,female,afam,high,no,chicago,4,11,no,yes,no,no,yes,yes,yes,no,yes,2,no,manager,yes,yes,no,no,no,no,health/education/social services
Carrie,female,cauc,high,no,chicago,2,7,no,yes,no,yes,no,yes,yes,no,no,none,no,supervisor,yes,no,yes,yes,yes,no,unknown
Greg,male,cauc,high,no,chicago,3,7,no,yes,no,no,yes,yes,no,yes,yes,some,no,retail sales,yes,yes,no,no,no,no,trade
Jay,male,cauc,low,no,chicago,3,2,no,no,no,no,no,no,no,yes,yes,some,no,retail sales,yes,yes,no,no,no,no,trade
Kenya,female,afam,high,no,chicago,4,7,no,yes,no,yes,no,yes,yes,no,yes,none,no,supervisor,yes,no,yes,yes,yes,no,unknown
Latoya,female,afam,high,no,chicago,3,7,no,yes,no,no,yes,yes,yes,no,no,some,no,retail sales,yes,yes,no,no,no,no,trade
Meredith,female,cauc,low,no,chicago,4,5,no,no,no,yes,no,no,yes,yes,yes,none,no,supervisor,yes,no,yes,yes,yes,no,unknown
Rasheed,male,afam,low,no,chicago,2,2,no,no,no,yes,no,no,no,no,no,some,no,retail sales,yes,yes,no,no,no,no,trade
Tanisha,female,afam,low,no,chicago,4,6,no,no,no,no,yes,no,yes,no,yes,none,no,supervisor,yes,no,yes,yes,yes,no,unknown
Anne,female,cauc,high,no,chicago,3,4,yes,no,no,yes,yes,yes,yes,no,yes,none,no,secretary,yes,no,no,yes,yes,no,business/personal services
Latoya,female,afam,high,no,chicago,5,4,no,no,yes,yes,no,yes,yes,yes,yes,none,no,secretary,yes,no,no,yes,yes,no,business/personal services
Sarah,female,cauc,low,no,chicago,4,4,no,no,no,no,yes,no,yes,no,no,none,no,secretary,yes,no,no,yes,yes,no,business/personal services
Tanisha,female,afam,low,no,chicago,3,4,no,no,no,yes,no,no,yes,no,yes,none,no,secretary,yes,no,no,yes,yes,no,business/personal services
Carrie,female,cauc,high,no,chicago,3,5,no,yes,yes,no,yes,yes,no,yes,yes,some,no,manager,yes,yes,no,no,no,no,trade
Hakim,male,afam,high,no,chicago,2,5,no,yes,no,no,no,yes,yes,yes,no,some,no,manager,yes,yes,no,no,no,no,trade
Emily,female,cauc,low,no,chicago,1,11,no,no,no,no,yes,no,yes,no,yes,5,yes,manager,yes,yes,yes,no,yes,yes,health/education/social services
Lakisha,female,afam,high,no,chicago,5,12,no,yes,no,yes,yes,yes,yes,no,yes,5,yes,manager,yes,yes,yes,no,yes,yes,health/education/social services
Latoya,female,afam,low,no,chicago,2,25,no,no,no,yes,no,no,yes,no,yes,5,yes,manager,yes,yes,yes,no,yes,yes,health/education/social services
Sarah,female,cauc,high,no,chicago,6,11,no,no,no,no,yes,yes,yes,yes,yes,5,yes,manager,yes,yes,yes,no,yes,yes,health/education/social services
Allison,female,cauc,high,no,chicago,3,6,no,no,no,no,yes,yes,yes,yes,yes,2,yes,secretary,yes,yes,no,no,yes,no,business/personal services
Ebony,female,afam,low,no,chicago,4,6,no,no,no,yes,yes,no,yes,no,yes,2,yes,secretary,yes,yes,no,no,yes,no,business/personal services
Kristen,female,cauc,low,no,chicago,2,2,no,no,no,no,no,no,yes,no,no,2,yes,secretary,yes,yes,no,no,yes,no,business/personal services
Tamika,female,afam,high,no,chicago,3,5,no,no,no,no,yes,yes,yes,no,no,2,yes,secretary,yes,yes,no,no,yes,no,business/personal services
Brendan,male,cauc,high,no,chicago,2,4,no,yes,yes,yes,no,yes,yes,yes,no,some,no,manager,yes,yes,no,no,no,no,trade
Latoya,female,afam,high,no,chicago,3,5,no,yes,no,no,yes,yes,no,yes,yes,some,no,manager,yes,yes,no,no,no,no,trade
Brendan,male,cauc,low,no,chicago,3,5,no,no,no,no,no,yes,no,yes,yes,3,no,manager,yes,yes,no,no,no,no,trade
Ebony,female,afam,low,yes,chicago,3,3,no,no,no,yes,no,no,yes,no,yes,some,no,office support,yes,yes,no,no,yes,no,transport/communication
Emily,female,cauc,high,yes,chicago,4,8,no,no,no,no,yes,yes,yes,yes,yes,some,no,office support,yes,yes,no,no,yes,no,transport/communication
Latonya,female,afam,high,yes,chicago,3,18,no,yes,no,yes,yes,yes,yes,yes,no,some,no,office support,yes,yes,no,no,yes,no,transport/communication
Latoya,female,afam,low,no,chicago,2,4,no,no,no,yes,no,yes,yes,yes,no,3,no,manager,yes,yes,no,no,no,no,trade
Laurie,female,cauc,low,yes,chicago,3,8,no,no,no,yes,no,no,yes,no,no,some,no,office support,yes,yes,no,no,yes,no,transport/communication
Aisha,female,afam,high,yes,chicago,4,9,no,yes,no,no,yes,yes,yes,no,yes,none,no,secretary,yes,no,yes,no,yes,no,health/education/social services
Carrie,female,cauc,low,no,chicago,3,12,no,no,no,yes,no,no,yes,no,yes,none,no,secretary,yes,no,yes,no,yes,no,health/education/social services
Geoffrey,male,cauc,low,no,chicago,3,4,no,no,no,yes,no,no,yes,no,no,none,yes,retail sales,no,no,no,no,no,no,trade
Jermaine,male,afam,high,no,chicago,2,5,no,yes,no,no,yes,yes,no,yes,yes,none,yes,retail sales,no,no,no,no,no,no,trade
Keisha,female,afam,low,no,chicago,3,8,no,no,no,yes,no,no,yes,no,no,none,no,secretary,yes,no,yes,no,yes,no,health/education/social services
Kristen,female,cauc,high,yes,chicago,4,8,no,no,no,no,yes,yes,yes,no,yes,none,no,secretary,yes,no,yes,no,yes,no,health/education/social services
Latonya,female,afam,low,no,chicago,3,6,no,no,no,no,no,no,no,no,yes,none,yes,retail sales,no,no,no,no,no,no,trade
Laurie,female,cauc,high,no,chicago,3,3,no,yes,no,no,yes,yes,yes,yes,yes,none,yes,retail sales,no,no,no,no,no,no,trade
Lakisha,female,afam,high,no,chicago,4,7,no,no,no,no,no,yes,yes,no,yes,some,yes,manager,yes,yes,no,no,yes,yes,finance/insurance/real estate
Sarah,female,cauc,high,no,chicago,5,9,no,yes,no,yes,yes,yes,yes,no,yes,some,yes,manager,yes,yes,no,no,yes,yes,finance/insurance/real estate
Emily,female,cauc,low,no,chicago,2,2,no,no,no,yes,no,no,yes,yes,no,some,no,manager,yes,yes,yes,no,no,no,trade
Jamal,male,afam,low,no,chicago,3,2,no,no,no,no,yes,no,no,yes,yes,some,no,manager,yes,yes,yes,no,no,no,trade
Brad,male,cauc,low,no,chicago,3,5,no,no,no,yes,no,no,no,no,yes,some,yes,supervisor,yes,yes,no,no,no,no,trade
Tamika,female,afam,low,no,chicago,2,4,no,no,no,no,no,no,yes,yes,no,some,yes,supervisor,yes,yes,no,no,no,no,trade
Allison,female,cauc,low,no,boston,2,1,no,no,no,yes,no,no,yes,yes,no,none,no,office support,yes,no,no,no,yes,no,health/education/social services
Latonya,female,afam,low,no,boston,6,7,no,no,no,yes,no,no,no,yes,yes,none,no,office support,yes,no,no,no,yes,no,health/education/social services
Meredith,female,cauc,high,no,boston,5,26,yes,yes,no,yes,yes,yes,yes,yes,no,none,no,office support,yes,no,no,no,yes,no,health/education/social services
Tamika,female,afam,high,no,boston,6,16,no,yes,no,yes,yes,yes,yes,yes,no,none,no,office support,yes,no,no,no,yes,no,health/education/social services
Ebony,female,afam,low,no,chicago,2,6,no,no,no,no,yes,no,yes,no,yes,none,yes,office support,yes,no,no,no,yes,no,manufacturing
Geoffrey,male,cauc,low,yes,chicago,3,4,no,no,no,no,no,no,no,yes,yes,2,no,manager,yes,yes,no,no,yes,no,trade
Keisha,female,afam,low,no,chicago,2,4,no,no,no,yes,no,no,yes,yes,no,2,no,manager,yes,yes,no,no,yes,no,trade
Laurie,female,cauc,high,no,chicago,4,11,no,yes,no,no,yes,yes,yes,no,yes,none,yes,office support,yes,no,no,no,yes,no,manufacturing
Meredith,female,cauc,low,no,chicago,2,6,no,no,no,no,yes,no,yes,no,yes,none,yes,office support,yes,no,no,no,yes,no,manufacturing
Tanisha,female,afam,high,no,chicago,4,11,no,yes,no,no,yes,yes,yes,no,yes,none,yes,office support,yes,no,no,no,yes,no,manufacturing
Aisha,female,afam,low,no,chicago,3,2,no,no,no,no,no,no,yes,yes,yes,none,yes,other,no,no,no,no,no,no,business/personal services
Brad,male,cauc,low,no,chicago,2,4,no,no,no,yes,no,no,no,no,no,none,yes,other,no,no,no,no,no,no,business/personal services
Leroy,male,afam,high,no,chicago,2,5,no,yes,no,no,yes,yes,no,yes,yes,none,yes,other,no,no,no,no,no,no,business/personal services
Neil,male,cauc,high,no,chicago,3,6,no,yes,no,yes,yes,yes,no,no,yes,none,yes,other,no,no,no,no,no,no,business/personal services
Lakisha,female,afam,low,no,chicago,4,4,no,no,no,yes,no,no,yes,yes,yes,2,yes,secretary,yes,yes,no,yes,yes,no,finance/insurance/real estate
Latoya,female,afam,high,no,chicago,5,5,no,yes,no,yes,yes,yes,yes,no,yes,2,yes,secretary,yes,yes,no,yes,yes,no,finance/insurance/real estate
Meredith,female,cauc,low,no,chicago,2,4,no,no,no,no,yes,no,yes,no,yes,2,yes,secretary,yes,yes,no,yes,yes,no,finance/insurance/real estate
Sarah,female,cauc,high,no,chicago,4,5,no,yes,no,yes,no,yes,yes,yes,yes,2,yes,secretary,yes,yes,no,yes,yes,no,finance/insurance/real estate
Kristen,female,cauc,low,no,chicago,4,4,no,yes,no,no,yes,yes,yes,no,yes,some,no,secretary,yes,yes,no,no,yes,no,business/personal services
Latonya,female,afam,high,no,chicago,2,6,yes,yes,no,yes,no,yes,no,yes,yes,none,no,retail sales,yes,no,yes,no,yes,no,trade
Laurie,female,cauc,high,no,chicago,2,6,no,yes,no,yes,yes,yes,no,no,no,none,no,retail sales,yes,no,yes,no,yes,no,trade
Sarah,female,cauc,high,no,chicago,6,7,no,no,no,no,yes,yes,yes,yes,yes,some,no,secretary,yes,yes,no,no,yes,no,business/personal services
Tamika,female,afam,high,no,chicago,2,5,no,no,no,no,yes,yes,yes,yes,yes,some,no,secretary,yes,yes,no,no,yes,no,business/personal services
Tanisha,female,afam,low,no,chicago,4,6,no,no,no,yes,no,no,yes,yes,yes,some,no,secretary,yes,yes,no,no,yes,no,business/personal services
Allison,female,cauc,high,no,chicago,5,8,no,yes,no,yes,yes,yes,yes,no,yes,2,yes,other,yes,yes,no,no,yes,no,business/personal services
Kenya,female,afam,high,no,chicago,4,3,no,yes,no,yes,no,yes,yes,yes,yes,2,yes,other,yes,yes,no,no,yes,no,business/personal services
Meredith,female,cauc,high,no,chicago,2,6,no,yes,no,no,yes,yes,no,no,no,3,yes,other,yes,yes,no,no,no,no,health/education/social services
Tamika,female,afam,high,no,chicago,3,6,no,yes,no,no,yes,yes,yes,no,no,3,yes,other,yes,yes,no,no,no,no,health/education/social services
Anne,female,cauc,low,no,chicago,5,10,no,no,no,yes,yes,no,yes,no,yes,none,yes,retail sales,yes,no,no,no,yes,no,unknown
Keisha,female,afam,low,no,chicago,3,2,no,yes,no,yes,yes,no,yes,no,no,none,yes,retail sales,yes,no,no,no,yes,no,unknown
Kristen,female,cauc,high,no,chicago,5,8,no,yes,no,yes,yes,yes,yes,no,yes,none,yes,retail sales,yes,no,no,no,yes,no,unknown
Lakisha,female,afam,high,no,chicago,3,4,no,yes,no,no,yes,yes,yes,no,no,none,yes,retail sales,yes,no,no,no,yes,no,unknown
Aisha,female,afam,high,no,chicago,3,5,no,yes,yes,no,yes,yes,yes,no,no,5,no,supervisor,yes,yes,no,no,no,no,health/education/social services
Allison,female,cauc,low,no,chicago,4,5,no,no,no,no,yes,no,yes,no,no,5,no,supervisor,yes,yes,no,no,no,no,health/education/social services
Carrie,female,cauc,low,no,chicago,2,5,no,no,no,yes,no,no,no,no,no,2,no,retail sales,yes,yes,no,no,no,no,trade
Darnell,male,afam,low,no,chicago,1,9,yes,no,no,yes,no,no,yes,yes,yes,2,no,retail sales,yes,yes,no,no,no,no,trade
Jill,female,cauc,high,no,chicago,4,5,no,yes,no,yes,no,yes,yes,yes,no,5,no,supervisor,yes,yes,no,no,no,no,health/education/social services
Keisha,female,afam,low,no,chicago,4,5,no,no,no,yes,yes,no,yes,no,yes,5,no,supervisor,yes,yes,no,no,no,no,health/education/social services
Allison,female,cauc,high,no,chicago,4,10,no,no,no,no,yes,yes,yes,no,no,none,yes,secretary,yes,no,no,no,yes,no,trade
Brett,male,cauc,low,no,chicago,3,6,no,no,no,yes,no,no,no,no,yes,3,no,manager,yes,yes,no,no,yes,no,manufacturing
Emily,female,cauc,low,no,chicago,4,11,no,no,no,yes,no,no,yes,no,yes,none,yes,secretary,yes,no,no,no,yes,no,trade
Latonya,female,afam,low,no,chicago,4,6,no,no,no,yes,yes,no,yes,no,yes,none,yes,secretary,yes,no,no,no,yes,no,trade
Latoya,female,afam,high,no,chicago,5,3,no,no,yes,yes,no,yes,yes,no,yes,none,yes,secretary,yes,no,no,no,yes,no,trade
Tyrone,male,afam,low,no,chicago,3,5,no,no,no,no,no,no,no,no,yes,3,no,manager,yes,yes,no,no,yes,no,manufacturing
Geoffrey,male,cauc,high,no,chicago,2,5,no,yes,no,no,yes,yes,no,no,yes,none,no,retail sales,no,no,no,no,no,no,trade
Jill,female,cauc,low,no,chicago,2,22,yes,no,no,yes,no,no,yes,no,yes,4,yes,secretary,yes,yes,no,no,yes,no,finance/insurance/real estate
Kenya,female,afam,high,yes,chicago,4,21,no,yes,no,yes,no,yes,yes,yes,no,4,yes,secretary,yes,yes,no,no,yes,no,finance/insurance/real estate
Latonya,female,afam,low,no,chicago,3,6,no,no,no,yes,no,no,yes,no,yes,4,yes,secretary,yes,yes,no,no,yes,no,finance/insurance/real estate
Laurie,female,cauc,high,no,chicago,3,16,no,no,no,no,yes,yes,yes,no,no,4,yes,secretary,yes,yes,no,no,yes,no,finance/insurance/real estate
Rasheed,male,afam,high,no,chicago,3,4,no,no,yes,no,no,yes,no,yes,no,none,no,retail sales,no,no,no,no,no,no,trade
Anne,female,cauc,low,no,chicago,3,4,no,no,no,yes,no,no,yes,yes,yes,none,yes,secretary,yes,no,no,no,yes,no,trade
Ebony,female,afam,low,no,chicago,4,4,no,no,no,yes,yes,no,yes,no,yes,none,yes,secretary,yes,no,no,no,yes,no,trade
Emily,female,cauc,high,no,chicago,3,3,no,yes,yes,no,yes,yes,yes,yes,no,none,yes,secretary,yes,no,no,no,yes,no,trade
Tanisha,female,afam,high,no,chicago,4,5,no,yes,no,no,yes,yes,yes,yes,yes,none,yes,secretary,yes,no,no,no,yes,no,trade
Allison,female,cauc,high,no,chicago,2,3,no,yes,no,yes,no,yes,no,yes,no,some,no,other,yes,yes,no,yes,no,no,finance/insurance/real estate
Anne,female,cauc,low,no,chicago,4,6,no,no,no,yes,yes,no,yes,no,yes,some,no,supervisor,yes,yes,no,no,yes,no,finance/insurance/real estate
Ebony,female,afam,low,no,chicago,4,6,no,no,no,no,yes,no,yes,no,no,some,no,supervisor,yes,yes,no,no,yes,no,finance/insurance/real estate
Emily,female,cauc,high,no,chicago,4,21,no,yes,no,yes,no,yes,yes,no,no,some,no,supervisor,yes,yes,no,no,yes,no,finance/insurance/real estate
Kenya,female,afam,high,no,chicago,1,9,yes,yes,no,no,yes,yes,yes,yes,yes,some,no,other,yes,yes,no,yes,no,no,finance/insurance/real estate
Tanisha,female,afam,high,no,chicago,3,3,no,yes,yes,no,yes,yes,yes,no,no,some,no,supervisor,yes,yes,no,no,yes,no,finance/insurance/real estate
Allison,female,cauc,high,no,chicago,4,11,no,no,no,no,yes,yes,yes,no,yes,5,no,supervisor,yes,yes,no,no,yes,no,unknown
Jamal,male,afam,low,no,chicago,3,3,no,no,no,no,no,no,yes,yes,yes,none,no,retail sales,no,no,no,no,no,no,trade
